nom;idparking;commune;insee;proprietaire;parkingtempsreel;capacite;capacite2rm;capacitevelo;capaciteautopartage;capacitepmr;usage;vocation;reglementation;fermeture
Parking P1 - Aéroport Lyon - St-Exupéry;P935;;;LPA;True;1977;11;0;0;9;Horaire;Commerciale;Payant;Ouvert 24h/24h
Parking Morand Lyautey;P25;Lyon 6e Arrondissement;69386;GRAND LYON;True;697;45;111;3;;Mixte;Mixte;Payant;Ouvert 24h/24h
Marché;P989;Vénissieux;69259;COMMUNE;False;200;0;0;0;0;Libre;Mixte;Gratuit;Marché
Eglise;P140;Craponne;69069;Privé;False;23;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place du Marché;P618;Rochetaillée-sur-Saône;69168;GRAND LYON;False;30;0;0;0;0;Libre;Evènementielle;Gratuit;
Ecole Joseph Fontanet;P698;Jonage;69279;GRAND LYON;False;20;1;3;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Lamartine;P800;Charbonnières-les-Bains;69044;;False;16;0;0;0;0;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
ZI Montgolfier;P1037;Chassieu;69271;COMMUNE;False;250;0;0;0;2;Mixte;Commerciale;Gratuit;Ouvert 24h/24h
Gare de Quincieux;P79;Quincieux;69163;;False;46;0;0;0;2;Libre;;Gratuit;Ouvert 24h/24h
Place du 158ème Régiment d'Infanterie;P744;Lyon 5e Arrondissement;69385;GRAND LYON;False;23;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Grand Moulin d'Yzeron;P512;Francheville;69089;GRAND LYON;False;10;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Parking Récamier;P5;Lyon 2e Arrondissement;69382;GRAND LYON;False;176;0;0;;;Mixte;Mixte;Payant;Ouvert 24h/24h
Boulodrome;P664;Décines-Charpieu;69275;;False;26;0;;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Place Andrée Marie Perrin;P301;Craponne;69069;GRAND LYON;False;60;1;0;0;2;Libre;Commerciale;Zone bleue;Marché
Place des Palabres;P452;Saint-Fons;69199;GRAND LYON;False;29;0;10;0;4;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place Charles de Gaulle;P532;Meyzieu;69282;GRAND LYON;False;57;0;6;0;4;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Espace Fleurieu;P403;Fleurieu-sur-Saône;69085;COMMUNE;False;14;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Alexander Fleming;P547;Caluire-et-Cuire;69034;COMMUNE;False;80;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Monoprix;P117;Lyon 4e Arrondissement;69384;MONOPRIX;;142;;;;;;;;
Place de l'Abbé Boursier;P733;Saint-Didier-au-Mont-d'Or;69194;GRAND LYON;False;46;0;0;0;2;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Lyon Eurexpo;P129;Chassieu;69271;VINCI;False;10000;0;0;0;0;Horaire;Evènementielle;Payant;
Stade Jean Zay;P635;Grigny;69096;GRAND LYON;False;10;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Bibliothèque Jacques Brel;P440;Neuville-sur-Saône;69143;;False;10;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Passe Chanin;P493;La Tour-de-Salvagny;69250;COMMUNE;False;15;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Gare de Chessy;P1069;;;;False;21;;;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
St Laurent de Vaux - Mairie;P975;;;COMMUNE;False;6;;;;;Libre;;Gratuit;Ouvert 24h/24h
Champvert;P739;Lyon 9e Arrondissement;69389;GRAND LYON;False;115;0;0;0;0;Libre;Mixte;Gratuit;Marché
Tennis Chassieu;P1035;Chassieu;69271;COMMUNE;False;39;0;6;0;2;Libre;Mixte;Gratuit;
Durel;P425;Saint-Fons;69199;GRAND LYON;False;13;0;6;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Diderot;P336;Oullins;69149;COMMUNE;False;20;;;;;Libre;Mixte;Gratuit;Ouvert 24h/24h
Fraternité SAD;P667;Décines-Charpieu;69275;;False;20;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Gendarmerie;P578;Dardilly;69072;GRAND LYON;False;5;0;3;0;1;Libre;;Gratuit;Ouvert 24h/24h
Cap Vaise;P1058;Lyon 9e Arrondissement;69389;;False;100;;;;;Horaire;Commerciale;Payant;Nuit
Hôtel de Ville;P540;Meyzieu;69282;COMMUNE;False;49;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parking Cité Internationale P2;P26;Lyon 6e Arrondissement;69386;GRAND LYON;True;1186;7;0;;;Mixte;Mixte;Payant;Ouvert 24h/24h
Saint Maurice;P754;Lyon 8e Arrondissement;69388;GRAND LYON;False;30;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Salle du Vallon;P307;Curis-au-Mont-d'Or;69071;COMMUNE;False;16;;;;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Halte Ferroviaire de Dardilly-les-Mouilles;P77;Dardilly;69072;REGION;False;12;0;8;0;0;Libre;;Gratuit;Ouvert 24h/24h
Parking Gare Part-Dieu parc minute Vivier Merle;P34;Lyon 3e Arrondissement;69383;GRAND LYON;False;;;;;;Horaire;Commerciale;Payant;Ouvert 24h/24h
Centre;P295;Craponne;69069;GRAND LYON;False;51;0;0;0;1;Libre;Commerciale;Zone bleue;Marché
Baizet;P885;Lyon 9e Arrondissement;69389;GRAND LYON;False;50;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Parking P0 - Aéroport Lyon - St-Exupéry;P1052;;;Aéroport Saint Exupé;True;1169;;;0;11;Horaire;Commerciale;Payant;Ouvert 24h/24h
Place Eugène Wernert;P741;Lyon 5e Arrondissement;69385;GRAND LYON;False;30;0;0;0;1;Horaire;Mixte;Payant;Ouvert 24h/24h
Cimetière de Saint Rambert;P758;Lyon 9e Arrondissement;69389;COMMUNE;False;13;0;0;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Eisenhower;P725;Lyon 5e Arrondissement;69385;GRAND LYON;False;62;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Grézieu la Varenne - Pôle sportif;P949;;;COMMUNE;False;90;;;;;Libre;;Gratuit;Ouvert 24h/24h
Hôtel de Ville;P281;Corbas;69273;GRAND LYON;False;29;0;0;0;1;Libre;Mixte;Gratuit;Marché
Stade;P919;Saint-Cyr-au-Mont-d'Or;69191;GRAND LYON;False;49;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Langevin-Pressensé;P813;Grigny;69096;GRAND LYON;False;8;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Foyer Rural;P761;Montanay;69284;COMMUNE;False;80;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Impasse Marcel Pagnol;P325;Feyzin;69276;GRAND LYON;False;27;;;;;Libre;;Gratuit;Ouvert 24h/24h
Collège Odette Cartaillac;P1104;Vaulx-en-Velin;69256;;False;;;;;3;Libre;Mixte;Gratuit;Ouvert 24h/24h
Cimetière;P525;Saint-Genis-les-Ollières;69205;GRAND LYON;False;38;0;0;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
P+R Décines Grand Large;P43;Décines-Charpieu;69275;SYTRAL;True;57;0;0;0;2;Libre;;Gratuit;Nuit
Place Stengelin;P318;Écully;69081;COMMUNE;False;11;;;;1;Horaire;Mixte;Payant;Ouvert 24h/24h
Cimetière;P903;Fontaines-Saint-Martin;69087;;False;13;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Louis Duclos;P1002;Vaulx-en-Velin;69256;COMMUNE;False;40;0;0;0;2;Libre;Mixte;Gratuit;Nuit
Branly;P789;Neuville-sur-Saône;69143;COMMUNE;False;12;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Rue des Frênes;P560;Corbas;69273;GRAND LYON;False;12;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Messimy - Bascule;P971;;;COMMUNE;False;6;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Marjolet;P908;Irigny;69100;COMMUNE;False;6;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Gare de la Verpillière;P1087;;;;False;260;;;0;7;Libre;Mixte;Gratuit;Ouvert 24h/24h
Verchères;P827;Chassieu;69271;COMMUNE;False;12;0;0;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Docteur Coblod;P601;Vénissieux;69259;GRAND LYON;False;45;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Radiant;P230;Caluire-et-Cuire;69034;COMMUNE;False;133;0;0;0;2;Libre;;Gratuit;Ouvert 24h/24h
Gare de Grigny le Sablon;P82;Grigny;69096;COMMUNE;False;66;0;8;0;0;Libre;;Gratuit;Ouvert 24h/24h
Mollard;P669;Décines-Charpieu;69275;;False;9;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
CC Porte de Lyon;P149;Limonest;69116;PRIVE;False;1400;;;0;11;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Ecole des Noyeraies;P573;Dardilly;69072;COMMUNE;False;18;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Jean Jaurès Tramway Impair;P641;Décines-Charpieu;69275;;False;16;0;5;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Garage de l'Europe;P121;Lyon 6e Arrondissement;69386;Particulier;False;388;;;;;;;Payant;Ouvert 24h/24h
Les Ormes;P434;Saint-Cyr-au-Mont-d'Or;69191;GRAND LYON;False;8;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Martyrs de la Résistance;P348;Vénissieux;69259;COMMUNE;False;200;0;0;0;6;Libre;;Gratuit;Fermé pour travaux
Place Charles de Gaulle;P299;Craponne;69069;COMMUNE;False;12;0;6;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Saint-Isidore;P718;Lyon 3e Arrondissement;69383;GRAND LYON;False;29;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Atlantic;P9018;Meyzieu;69282;;;;;;;;;;;
Pollionnay - Place des trois hameaux;P974;;;COMMUNE;False;5;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Place de l'Oiselière;P249;Charbonnières-les-Bains;69044;LA POSTE;False;8;0;0;0;;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Place Emile Zola;P859;Saint-Priest;69290;GRAND LYON;False;21;0;0;0;0;Horaire;Commerciale;Zone bleue;Ouvert 24h/24h
Jean Sellier B;P806;Grigny;69096;GRAND LYON;False;7;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Rue Vignet Trouvé;P796;Fontaines-sur-Saône;69088;COMMUNE;False;26;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Dimitrov-Eluard;P1017;Vaulx-en-Velin;69256;COMMUNE;False;0;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Cimetière;P353;Saint-Genis-Laval;69204;GRAND LYON;False;88;;;;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
CC St Genis 2;P152;Saint-Genis-Laval;69204;PRIVE;False;2000;;;0;;Libre;Commerciale;Gratuit;Nuit
Madier de Montjau;P413;Saint-Fons;69199;GRAND LYON;False;18;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
CC Porte des Alpes;P151;Saint-Priest;69290;PRIVE;False;3500;;;0;;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Parking Brotteaux;P27;Lyon 6e Arrondissement;69386;GRAND LYON;True;410;16;0;0;10;Mixte;Mixte;Payant;Ouvert 24h/24h
Salle Vacheron;P362;Francheville;69089;COMMUNE;False;52;0;2;0;2;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Place Roger Salengro;P648;Décines-Charpieu;69275;;False;160;0;4;0;1;Libre;Mixte;Gratuit;Marché
P+R Décines Centre;P42;Décines-Charpieu;69275;SYTRAL;True;108;0;52;0;3;Libre;;Gratuit;Nuit
Lycée Rabelais/Gymnase Guillaud;P584;Dardilly;69072;GRAND LYON;False;38;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Vercors;P1057;Lyon 7e Arrondissement;69387;GRAND LYON;False;115;0;0;0;0;Horaire;Mixte;Payant;Ouvert 24h/24h
Parking Saint Georges;P23;Lyon 5e Arrondissement;69385;GRAND LYON;True;774;63;36;2;;Mixte;Mixte;Payant;Ouvert 24h/24h
Place Ludovic Monnier;P240;Champagne-au-Mont-d'Or;69040;GRAND LYON;False;27;0;0;0;1;Libre;Commerciale;Zone bleue;Marché
Gare de Saint-Germain-au-Mont-d'Or;P89;Saint-Germain-au-Mont-d'Or;69207;GRAND LYON;False;83;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Parc de Parilly;P214;Bron;69029;CG69;False;100;0;10;0;5;Libre;;Gratuit;Ouvert 24h/24h
Salle de Sport;P513;Francheville;69089;COMMUNE;False;76;0;10;0;3;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Rue Centrale 1;P285;Corbas;69273;GRAND LYON;False;15;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Poste;P263;Chassieu;69271;COMMUNE;False;26;0;0;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Raphaël de Barros;P588;Villeurbanne;69266;COMMUNE;False;190;;;;4;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place Charles de Gaulle;P693;Jonage;69279;GRAND LYON;False;32;0;4;0;2;Libre;Mixte;Gratuit;Marché
Lentilly - ZA Montepy;P970;;;;False;30;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
République;P457;Saint-Fons;69199;COMMUNE;False;40;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Giverdy;P736;Saint-Didier-au-Mont-d'Or;69194;COMMUNE;False;60;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Le Haut Collonges;P274;Collonges-au-Mont-d'Or;69063;COMMUNE;False;30;;;;;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Gladel;P298;Craponne;69069;COMMUNE;False;16;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place de la Bascule;P709;Saint-Germain-au-Mont-d'Or;69207;GRAND LYON;False;6;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Tâches;P9015;Meyzieu;69282;;;;;;;;;;;
La Gatolière;P300;Craponne;69069;COMMUNE;False;30;0;8;0;0;Libre;;Gratuit;Ouvert 24h/24h
Frachon;P1009;Vaulx-en-Velin;69256;COMMUNE;False;70;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Gymnase Berthaudière;P668;Décines-Charpieu;69275;;False;8;0;0;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Place de la Libération;P207;Bron;69029;COMMUNE;False;120;0;0;0;2;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Parking Minute Cité internationale;P136;Lyon 6e Arrondissement;69386;LPA;False;16;0;0;0;0;Horaire;;Payant;
Semailles;P994;Rillieux-la-Pape;69286;GRAND LYON;False;105;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Vivaldi;P829;Chassieu;69271;COMMUNE;False;26;0;0;0;2;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Place de la Libération;P645;Décines-Charpieu;69275;;False;96;0;0;0;2;Libre;Mixte;Gratuit;Marché
Place Bénédicte Tessier;P730;Lyon 5e Arrondissement;69385;GRAND LYON;False;42;0;0;0;0;Horaire;Commerciale;Payant;Marché
Cimetière;P910;Irigny;69100;COMMUNE;False;26;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
CC Carré de Soie;P158;Vaulx-en-Velin;69256;PRIVE;True;1800;;;;14;Libre;Commerciale;Gratuit;Nuit
Rue des Tourelles;P1045;Chassieu;69271;PRIVE;False;7;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Place de l'Eglise;P604;Poleymieux-au-Mont-d'Or;69153;COMMUNE;False;15;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Maison des Hauts de Cuire;P555;Caluire-et-Cuire;69034;COMMUNE;False;17;0;0;0;1;Horaire;Commerciale;Payant;Ouvert 24h/24h
Loup pendu;P995;Rillieux-la-Pape;69286;COMMUNE;False;115;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Place de la République;P363;Saint-Cyr-au-Mont-d'Or;69191;GRAND LYON;False;53;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Vaugneray - Maison Blanche;P977;;;COMMUNE;False;17;;;;;Libre;;Gratuit;Ouvert 24h/24h
Baxter;P9012;Jonage;69279;;;;;;;;;;;
Poste;P442;Neuville-sur-Saône;69143;COMMUNE;False;29;0;0;0;2;Horaire;Commerciale;Payant;Ouvert 24h/24h
Carnot;P917;Neuville-sur-Saône;69143;GRAND LYON;False;10;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Lebon;P1096;Vénissieux;69259;COMMUNE;False;;;;;;Libre;;Gratuit;Ouvert 24h/24h
MJC Ménival;P726;Lyon 5e Arrondissement;69385;;False;40;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place Bouchaga-Boualem;P886;Lyon 9e Arrondissement;69389;GRAND LYON;False;30;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Halte ferroviaire de Pierre Bénite;P982;Pierre-Bénite;69152;;False;50;0;4;0;;Libre;;Gratuit;Ouvert 24h/24h
Gare de Dommartin-Lissieu;P98;Lissieu;69117;;False;115;0;0;0;2;Libre;;Gratuit;Ouvert 24h/24h
Impasse Route de Paris;P1102;Tassin-la-Demi-Lune;69244;;;3;;;;;;;;
Gare de Givors Canal;P81;Givors;69091;RFF;False;50;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Communay - Stade de la Plaine;P941;;;;False;;;;;;Libre;;Gratuit;Ouvert 24h/24h
IRIS-Médiathèque;P359;Francheville;69089;COMMUNE;False;176;0;10;0;7;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Arcades Pergaud;P828;Chassieu;69271;COMMUNE;False;16;0;0;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Basses Seguines;P377;Saint-Romain-au-Mont-d'Or;69233;COMMUNE;False;26;1;4;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Roses Tremières;P620;Chassieu;69271;COMMUNE;False;46;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Parc de Parilly;P213;Bron;69029;CG69;False;45;0;10;0;5;Libre;;Gratuit;Ouvert 24h/24h
Place Père François Varillon;P743;Lyon 5e Arrondissement;69385;GRAND LYON;False;12;;;;;Libre;Mixte;Payant;Ouvert 24h/24h
Antoine Billon;P610;Vénissieux;69259;GRAND LYON;False;10;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Stade Jean Bouin;P860;Saint-Priest;69290;COMMUNE;False;32;0;0;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Troussier;P653;Décines-Charpieu;69275;;False;150;0;0;0;1;Libre;Evènementielle;Gratuit;Marché
Gendarmerie;P558;Corbas;69273;COMMUNE;False;6;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Gare;P456;Neuville-sur-Saône;69143;SNCF/GD LYON/COMMUNE;False;140;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Place des Libertés;P386;Genay;69278;GRAND LYON;False;54;0;10;0;0;Libre;;Gratuit;Ouvert 24h/24h
Carco;P1018;Vaulx-en-Velin;69256;COMMUNE;False;28;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parking Rozier;P4;Lyon 1er Arrondissement;69381;GRAND LYON;True;40;0;0;;;Réservé abonnés;Résidentielle;Payant;Ouvert 24h/24h
Place Roger Salengro;P854;Saint-Priest;69290;GRAND LYON;False;105;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Desaix;P712;Lyon 3e Arrondissement;69383;GRAND LYON;False;32;0;0;0;3;Horaire;Mixte;Payant;Ouvert 24h/24h
Yvours;P878;Irigny;69100;COMMUNE;False;10;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Cours d'Herbouville;P724;Lyon 4e Arrondissement;69384;GRAND LYON;False;100;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Stade;P375;Curis-au-Mont-d'Or;69071;COMMUNE;False;28;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Ecole Maternelle Prévert;P455;Neuville-sur-Saône;69143;COMMUNE;False;43;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Square Saint Nicolas;P293;Couzon-au-Mont-d'Or;69068;GRAND LYON;False;14;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Les Cigales;P382;Francheville;69089;GRAND LYON;False;66;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Paul Picard;P344;Vénissieux;69259;GRAND LYON;False;20;0;0;0;2;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Pasteur;P412;Saint-Fons;69199;GRAND LYON;False;19;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Parking Gare Part Dieu;P17;Lyon 3e Arrondissement;69383;GRAND LYON;False;1757;27;39;;;Mixte;Mixte;Payant;Ouvert 24h/24h
Platanes - sud (provisoire);P417;Saint-Fons;69199;GRAND LYON;False;14;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Allée Gay-Lussac;P665;Décines-Charpieu;69275;;False;25;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Platanes - sud;P416;Saint-Fons;69199;GRAND LYON;False;25;0;0;0;0;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Honoré de Balzac;P939;Saint-Priest;69290;GRAND LYON;False;20;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Place de l'Abbé Feyeux;P735;Saint-Didier-au-Mont-d'Or;69194;GRAND LYON;False;53;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Hippodrome;P507;La Tour-de-Salvagny;69250;COMMUNE;False;12;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Henri Maréchal;P855;Saint-Priest;69290;GRAND LYON;False;86;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parking Tables Claudiennes;P3;Lyon 1er Arrondissement;69381;GRAND LYON;False;63;12;10;;;Réservé abonnés;Résidentielle;Payant;Ouvert 24h/24h
Cimetière;P467;Vernaison;69260;COMMUNE;False;18;0;0;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Place Zoé Roche;P748;Lyon 6e Arrondissement;69386;GRAND LYON;False;85;0;0;0;2;Libre;Résidentielle;Gratuit;Marché
Ecole Roger Tissot;P633;Grigny;69096;GRAND LYON;False;16;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place Léon Sublet;P349;Vénissieux;69259;GRAND LYON;False;65;0;0;0;4;Libre;;Gratuit;Marché
Gare de Saint Marcel en Dombes;P1075;;;;False;60;;;0;;Libre;Mixte;Gratuit;Ouvert 24h/24h
Cimetière;P658;Décines-Charpieu;69275;;False;59;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
11-nov;P679;Saint-Genis-Laval;69204;GRAND LYON;False;52;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place de la Mairie;P385;Genay;69278;GRAND LYON;False;20;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Aire covoiturage;P9014;Jonage;69279;;;;;;;;;;;
Déchant;P837;La Mulatière;69142;COMMUNE;False;11;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Place Pierre Borel;P203;Albigny-sur-Saône;69003;COMMUNE;False;12;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Tour d'escalade;P1005;Vaulx-en-Velin;69256;COMMUNE;False;26;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Wurth;P9013;Jonage;69279;;;;;;;;;;;
Le Mas;P333;Fleurieu-sur-Saône;69085;SNCF;False;22;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Cluzan;P716;Lyon 3e Arrondissement;69383;GRAND LYON;False;35;0;0;0;0;Horaire;Mixte;Payant;Ouvert 24h/24h
Nymphée;P441;Neuville-sur-Saône;69143;COMMUNE;False;50;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Mairie;P738;Saint-Didier-au-Mont-d'Or;69194;GRAND LYON;False;16;0;0;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Bonnel Gare Part-Dieu;P116;Lyon 3e Arrondissement;69383;SNCF;False;212;22;0;0;0;Mixte;;Payant;Ouvert 24h/24h
Le Juvenat;P577;Dardilly;69072;GRAND LYON;False;31;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Etienne Dolet;P556;Corbas;69273;GRAND LYON;False;12;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Malpas;P253;Charly;69046;GRAND LYON;False;62;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Mairie du 8e;P755;Lyon 8e Arrondissement;69388;COMMUNE;False;68;0;0;0;2;Libre;;Gratuit;Nuit
Gymnase Jean Jaurès P1;P568;Corbas;69273;COMMUNE;False;36;0;0;0;2;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Parking délestage Confluence;P154;Lyon 2e Arrondissement;69382;UNIBAIL;True;400;;;;;Horaire;Commerciale;Payant;
Place de l'Eglise;P706;Saint-Germain-au-Mont-d'Or;69207;GRAND LYON;False;5;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Centre de Loisirs;P321;Feyzin;69276;COMMUNE;False;35;;;;;Libre;;Gratuit;Ouvert 24h/24h
Stade d'Albigny;P772;Albigny-sur-Saône;69003;COMMUNE;False;16;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Les Maures;P399;Feyzin;69276;GRAND LYON;False;16;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Deperet Bourg;P481;Tassin-la-Demi-Lune;69244;GRAND LYON;False;10;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Stade Jomard;P1000;Vaulx-en-Velin;69256;COMMUNE;False;54;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Léon Chomel;P591;Villeurbanne;69266;COMMUNE/GRAND LYON;False;90;;;;1;Libre;;Payant;Ouvert 24h/24h
Luizet Archer;P687;Saint-Genis-Laval;69204;GRAND LYON;False;6;0;2;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Salengro;P672;Givors;69091;;False;122;;;;;Libre;Mixte;Gratuit;Ouvert 24h/24h
Cimetière;P306;Curis-au-Mont-d'Or;69071;COMMUNE;False;55;;;;;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
P+R Porte des Alpes;P51;Saint-Priest;69290;SYTRAL;True;389;0;0;0;10;Libre;;Gratuit;Nuit
Port Perret;P469;Vernaison;69260;COMMUNE;False;18;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parking Arles Dufour;P31;Oullins;69149;GRAND LYON;;215;0;0;;;Mixte;Mixte;Payant;Ouvert 24h/24h
